"Enzyme","sample","RMSE","RMSEp1","RMSEp2","MAPE","MAPEp1","MAPEp2","biasPERCENT","biasPERCENTp1","biasPERCENTp2","biasMEANRES","biasMEANRESp1","biasMEANRESp2","Rsquared","PRSEmax","PRSE_Vmax","PRSE_Km","PRSE_Ki","RMSEp1pdS","MAPEp1pdS","biasPERCENTp1pdS","biasMEANRESp1pdS","Sinhibition","INHbetter_aov_pvalue"
"AP","67",140685.329729495,140685.329729495,NA,10.3917180796277,10.3917180796277,NA,-7.34166796668193,-7.34166796668193,NA,-31210.8366878618,-31210.8366878618,NA,0.995332831406698,141.88258227131,5.01599274078316,9.61959433789783,141.88258227131,NA,NA,NA,NA,FALSE,0.484986332183432
"AP","68",125833.544548453,133515.356006414,62293.3768411699,6.04677122413997,6.84795470630143,1.23967033117121,-3.27222293202351,-4.02420514255597,1.23967033117121,-18696.1202480983,-29127.9494314471,54326.6840353431,0.994758820424737,38634.2233728847,3.13104405936284,7.85010678251371,38634.2233728847,NA,NA,NA,NA,TRUE,1
"AP","69",51306.0036952624,50907.5829493961,53634.4114888011,11.0717207212402,12.370876924466,3.27678350188541,-6.82573689395949,-8.27289325170833,1.85720125253356,-10016.8512660338,-14432.3933499715,20891.9433215305,0.990028880042114,92.4767719371359,5.97868460457232,12.4970713896933,92.4767719371359,NA,NA,NA,NA,TRUE,0.274702438438012
"AP","70",229324.865041685,229324.865041685,NA,9.70286630052454,9.70286630052454,NA,-6.35675691029392,-6.35675691029392,NA,-39797.3913218658,-39797.3913218658,NA,0.992198789770618,61326.1111722185,5.34878177652961,11.2274306244595,61326.1111722185,NA,NA,NA,NA,FALSE,1
"AP","71",88440.5854034004,88440.5854034004,NA,9.93090804809422,9.93090804809422,NA,-5.35275247370228,-5.35275247370228,NA,-16312.9725626849,-16312.9725626849,NA,0.986627176242851,60820.588677266,4.89002535471255,12.4845289508709,60820.588677266,NA,NA,NA,NA,FALSE,1
"AP","72",141040.957916456,148421.131486156,84112.2407272332,10.0616454809397,11.2668456865998,2.83044424697946,-4.78825525277177,-6.0580385027303,2.83044424697946,-19626.0870157386,-32436.0705006979,70043.7973789767,0.979706418780124,72058.7218779773,5.76511690819304,14.8855887876744,72058.7218779773,NA,NA,NA,NA,TRUE,1
"AP","73",51478.4050203307,53778.1687849852,34606.8585234536,5.31717284400211,5.87280321183382,1.98339063701184,-1.8056087656582,-2.16876760209434,0.373344252958602,-5116.47836385382,-6484.76751843421,4461.54571820889,0.990388445097019,37046.1540015412,2.66471823249397,8.57454113965447,37046.1540015412,NA,NA,NA,NA,TRUE,1
"AP","74",14406.1889073586,14406.1889073586,NA,16.8820502724915,16.8820502724915,NA,-10.535009599584,-10.535009599584,NA,-2385.07075288966,-2385.07075288966,NA,0.973664170593649,130250.022132692,11.876141676917,22.6339738939964,130250.022132692,NA,NA,NA,NA,FALSE,1
"AP","75",446816.898806797,397451.264021155,670605.952689941,7.5417502982628,7.06111925020469,10.4255365866115,0.665060159873531,0.488949124722931,1.72172637077713,-1291.53814557883,-4129.38199128062,18573.3687743337,0.959505563532005,93.3545528967595,4.90374132448056,16.6163807790448,93.3545528967595,NA,NA,NA,NA,TRUE,0.269026704331649
"AP","76",107185.242150119,113003.147691316,61664.1274533648,6.35023467042844,7.00045554503471,2.44890942279083,-1.33669850817062,-1.45840428085998,-0.606463872034457,-7134.38221341626,-6040.14186992075,-14794.0646178848,0.981003099975202,48095.6467656818,3.34825953401391,11.515515363346,48095.6467656818,NA,NA,NA,NA,TRUE,1
"AP","77",22511.601559974,19124.9850086539,36780.6351777367,17.5960775400601,15.0966145590165,32.5928554263217,-1.14876463589806,-4.34329728955869,18.0184312860657,-1263.21708894371,-2897.15316598069,10174.3354503152,0.836622826507068,95.5611421699599,13.4181410140091,37.3386780048813,95.5611421699599,NA,NA,NA,NA,TRUE,0.237068539838793
"AP","78",57995.8898937079,57995.8898937079,NA,6.06083328458431,6.06083328458431,NA,-1.81284175502317,-1.81284175502317,NA,-5148.09976908561,-5148.09976908561,NA,0.988790444371516,41109.4149157454,2.99645279317022,9.39048415618864,41109.4149157454,NA,NA,NA,NA,FALSE,1
"AP","79",99544.6698084238,101576.95790247,86352.2944139656,8.01456055989561,8.88212555184193,2.80917060821765,-2.17650384141958,-2.15195247036081,-2.32381206777222,-9512.69995316011,-4147.53997862793,-47068.8197748853,0.978718147930874,53555.7622764324,3.81012722691132,12.5332199011745,53555.7622764324,NA,NA,NA,NA,TRUE,1
"AP","80",899170.550727617,899170.550727617,NA,16.4997426362553,16.4997426362553,NA,-10.6461648331093,-10.6461648331093,NA,-228884.309821501,-228884.309821501,NA,0.982468558043097,95473.5094544836,8.3323666044489,17.464794615908,95473.5094544836,NA,NA,NA,NA,FALSE,1
"AP","81",349065.845254087,349065.845254087,NA,20.2356141894478,20.2356141894478,NA,-14.0989885501911,-14.0989885501911,NA,-104349.945170742,-104349.945170742,NA,0.976762361381162,123520.062886969,11.0706840896455,21.8411822743623,123520.062886969,NA,NA,NA,NA,FALSE,1
"AP","82",323516.946129594,323516.946129594,NA,19.8855059363989,19.8855059363989,NA,-13.9949982653677,-13.9949982653677,NA,-77138.3578230259,-77138.3578230259,NA,0.977346957652353,129634.345052402,11.9752721745211,22.2863659605911,129634.345052402,NA,NA,NA,NA,FALSE,1
